STATE;GRPIP_mean;cost35_mean;cost50_mean;EstimateGROSSRENTOccupiedunitspayingrentMediandollars;PercentHOUSINGTENUREOccupiedhousingunitsRenteroccupied;PercentEMPLOYMENTSTATUSCivilianlaborforceUnemploymentRate;EstimateINCOMEANDBENEFITSIN2024INFLATIONADJUSTEDDOLLARSTotalhous;EstimateINCOMEANDBENEFITSIN2024INFLATIONADJUSTEDDOLLARSPercapita;Prevalence_FrequentMentalDistress;Promedio_POORHLTH;YEAR;Stress_mean_STATE;Stress_within;Stress_lag;Y_mean_STATE;Y_within;RIR_35rent;RIR_mean_STATE;RIR_within;RIR_lag
Georgia;38.877825067463400;0.418300410249012;0.256639495135419;1153;34.0;5.5;66559;35086;0.144441206973297;5.170818268973530;2021;0.132313290923938;0.012127916049359;0.142981309935102;5.015390137031470;0.155428131942062;0.418300410249012;0.405857199555639;0.012443210693373;0.388246317935227
Georgia;39.135571576690600;0.421835295112681;0.259343781221139;1269;34.1;4.2;72837;38378;0.157000385568981;5.901094299355850;2022;0.132313290923938;0.024687094645044;0.144441206973297;5.015390137031470;0.885704162324385;0.421835295112681;0.405857199555639;0.015978095557043;0.418300410249012
Georgia;39.979973998643600;0.439737613117542;0.272677020644116;1400;33.9;4.4;39685;74632;0.139352131093937;5.278887717305690;2023;0.132313290923938;0.007038840169999;0.157000385568981;5.015390137031470;0.263497580274223;0.439737613117542;0.405857199555639;0.033880413561903;0.421835295112681
Hawaii;41.769026684500200;0.477985835507707;0.300836494397790;755;32.0;5.5;47861;23938;0.083737392671642;2.021511764216350;2014;0.101596467653140;-0.017859074981498;#ÁNULO!;4.305851340346190;-2.284339576129840;0.477985835507707;0.464279094952066;0.013706740555641;#ÁNULO!
Hawaii;41.592057701873600;0.469706516332283;0.300867738904549;1500;43.4;4.9;73486;31052;0.087918572318986;4.158511401433390;2015;0.101596467653140;-0.013677895334153;0.083737392671642;4.305851340346190;-0.147339938912806;0.469706516332283;0.464279094952066;0.005427421380217;0.477985835507707
Hawaii;40.087011245341900;0.452853107034110;0.278022666564070;1483;42.8;4.4;74511;32634;0.091349276320063;4.515998856798620;2016;0.101596467653140;-0.010247191333077;0.087918572318986;4.305851340346190;0.210147516452426;0.452853107034110;0.464279094952066;-0.011425987917957;0.469706516332283
Hawaii;41.543150440105400;0.467489164916670;0.278087440239489;1573;41.5;4.2;77765;33882;0.094604844997293;4.434133388683670;2017;0.101596467653140;-0.006991622655846;0.091349276320063;4.305851340346190;0.128282048337473;0.467489164916670;0.464279094952066;0.003210069964604;0.452853107034110
Hawaii;40.123406784511400;0.448367710832765;0.278083518612279;1613;41.7;3.8;80212;35255;0.098600526634866;4.403027955746160;2018;0.101596467653140;-0.002995941018273;0.094604844997293;4.305851340346190;0.097176615399969;0.448367710832765;0.464279094952066;-0.015911384119302;0.467489164916670
Hawaii;39.975341822057700;0.456133313467732;0.280225321765441;1651;39.8;3.9;83102;36989;0.110374736265005;4.833774283302930;2019;0.101596467653140;0.008778268611865;0.098600526634866;4.305851340346190;0.527922942956735;0.456133313467732;0.464279094952066;-0.008145781484335;0.448367710832765
Hawaii;42.298434724433100;0.459137887281703;0.292575034027730;1774;37.4;7.7;84857;38614;0.105690507453802;4.455550808457750;2021;0.101596467653140;0.004094039800662;0.110374736265005;4.305851340346190;0.149699468111554;0.459137887281703;0.464279094952066;-0.005141207670363;0.456133313467732
Hawaii;41.958844010328400;0.476416361915667;0.295540314760074;1813;37.4;3.6;92458;42710;0.113982923006932;4.803964253997990;2022;0.101596467653140;0.012386455353792;0.105690507453802;4.305851340346190;0.498112913651794;0.476416361915667;0.464279094952066;0.012137266963600;0.459137887281703
Hawaii;41.436752000364700;0.470421957279960;0.294520938290742;1940;37.6;3.5;43794;95322;0.128109429209669;5.126189350478890;2023;0.101596467653140;0.026512961556529;0.113982923006932;4.305851340346190;0.820338010132698;0.470421957279960;0.464279094952066;0.006142862327894;0.476416361915667
Idaho;36.239161807323600;0.394850465206322;0.219685325761753;1448;43.3;5.4;69592;29736;0.091720085237009;2.174105115871020;2014;0.121433897752104;-0.029713812515095;#ÁNULO!;4.515931970552390;-2.341826854681360;0.394850465206322;0.378214258755654;0.016636206450667;#ÁNULO!
Idaho;36.180222447860100;0.384860474073037;0.221893491124260;770;31.0;5.4;48275;24273;0.102763091552701;3.923091120869160;2015;0.121433897752104;-0.018670806199403;0.091720085237009;4.515931970552390;-0.592840849683221;0.384860474073037;0.378214258755654;0.006646215317382;0.394850465206322
Idaho;36.795665493379600;0.388468318396267;0.231129949626621;790;31.5;4.7;51807;25678;0.104683677226327;4.402220351025560;2016;0.121433897752104;-0.016750220525777;0.102763091552701;4.515931970552390;-0.113711619526824;0.388468318396267;0.378214258755654;0.010254059640612;0.384860474073037
Idaho;34.056716266371900;0.352300802093792;0.186534751757048;822;30.3;4.1;52225;26386;0.107822450758008;4.517758387117030;2017;0.121433897752104;-0.013611446994096;0.104683677226327;4.515931970552390;0.001826416564642;0.352300802093792;0.378214258755654;-0.025913456661863;0.388468318396267
Idaho;35.363495000170300;0.373880571603691;0.196854817656606;848;29.3;4.0;55583;27816;0.117655974582847;5.244847833365530;2018;0.121433897752104;-0.003777923169257;0.107822450758008;4.515931970552390;0.728915862813141;0.373880571603691;0.378214258755654;-0.004333687151963;0.352300802093792
Idaho;34.280784598619700;0.369313022157646;0.182119505993462;880;28.4;3.3;60999;29606;0.132275978679819;4.637250656709200;2019;0.121433897752104;0.010842080927715;0.117655974582847;4.515931970552390;0.121318686156819;0.369313022157646;0.378214258755654;-0.008901236598008;0.373880571603691
Idaho;34.670038927265800;0.355401090824903;0.191287399518659;1035;28.1;3.3;66474;33841;0.143215762759977;5.144461848877190;2021;0.121433897752104;0.021781865007873;0.132275978679819;4.515931970552390;0.628529878324802;0.355401090824903;0.378214258755654;-0.022813167930752;0.369313022157646
Idaho;36.855621475213200;0.379306414229961;0.222405566924133;1138;27.7;3.0;72785;35980;0.147764074723682;5.434852349413960;2022;0.121433897752104;0.026330176971578;0.143215762759977;4.515931970552390;0.918920378861578;0.379306414229961;0.378214258755654;0.001092155474307;0.355401090824903
Idaho;36.793024824175500;0.405547170215271;0.222625432201848;1256;27.5;3.6;37426;74942;0.145003984248567;5.164800071722810;2023;0.121433897752104;0.023570086496463;0.147764074723682;4.515931970552390;0.648868101170427;0.405547170215271;0.378214258755654;0.027332911459617;0.379306414229961
Illinois;38.264209380699100;0.400220613811168;0.254482899547050;905;34.5;8.1;57444;30417;0.103973406754001;2.366009311940730;2014;0.115690100386345;-0.011716693632344;#ÁNULO!;4.322361262284900;-1.956351950344170;0.400220613811168;0.388037134198222;0.012183479612946;#ÁNULO!
Illinois;38.052491523591900;0.403306741666227;0.252157117041036;936;34.7;6.9;59588;31867;0.097361014243782;3.773349771176390;2015;0.115690100386345;-0.018329086142563;0.103973406754001;4.322361262284900;-0.549011491108510;0.403306741666227;0.388037134198222;0.015269607468005;0.400220613811168
Illinois;37.666692211169600;0.390155522410005;0.246376730328552;950;34.7;6.3;60960;32849;0.098551023930729;4.326555798272580;2016;0.115690100386345;-0.017139076455616;0.097361014243782;4.322361262284900;0.004194535987681;0.390155522410005;0.388037134198222;0.002118388211783;0.403306741666227
Illinois;37.481634037385000;0.389106848111529;0.244133997008938;974;33.8;6.1;62992;34196;0.107320773598633;4.327457531643910;2017;0.115690100386345;-0.008369326787712;0.098551023930729;4.322361262284900;0.005096269359012;0.389106848111529;0.388037134198222;0.001069713913306;0.390155522410005
Illinois;36.949046999875100;0.382377348448829;0.233452555563823;995;34.0;5.5;65030;35801;0.113263589297493;4.624860857450510;2018;0.115690100386345;-0.002426511088852;0.107320773598633;4.322361262284900;0.302499595165610;0.382377348448829;0.388037134198222;-0.005659785749393;0.389106848111529
Illinois;35.530667565821800;0.364901632812594;0.215872360389440;1020;34.0;4.8;69187;37728;0.123243984766064;4.420116726254500;2019;0.115690100386345;0.007553884379719;0.113263589297493;4.322361262284900;0.097755463969596;0.364901632812594;0.388037134198222;-0.023135501385628;0.382377348448829
Illinois;37.771759231988600;0.387919265855510;0.249656767902604;1106;32.5;7.4;72205;39794;0.126647958353995;5.472115654632530;2021;0.115690100386345;0.010957857967650;0.123243984766064;4.322361262284900;1.149754392347630;0.387919265855510;0.388037134198222;-0.000117868342712;0.364901632812594
Illinois;38.295377359441300;0.396403143234337;0.255166080480505;1170;32.9;4.8;76708;43317;0.134998810879870;4.551981658271780;2022;0.115690100386345;0.019308710493525;0.126647958353995;4.322361262284900;0.229620395986879;0.396403143234337;0.388037134198222;0.008366009036115;0.387919265855510
Illinois;37.342155275568400;0.377943091433800;0.240207292179911;1238;32.6;4.7;45043;80306;0.135850341652538;5.038804050921170;2023;0.115690100386345;0.020160241266193;0.134998810879870;4.322361262284900;0.716442788636271;0.377943091433800;0.388037134198222;-0.010094042764422;0.396403143234337
Indiana;37.146869943810000;0.395034677775810;0.238160827562715;753;31.4;7.1;49446;25140;0.125083375935828;2.867016798027530;2014;0.143622041649095;-0.018538665713267;#ÁNULO!;4.800007583754420;-1.932990785726890;0.395034677775810;0.375942880497886;0.019091797277924;#ÁNULO!
Indiana;36.827040692705200;0.382329839098333;0.239221079369813;758;31.8;5.8;50532;26396;0.123772759828618;4.638779119833000;2015;0.143622041649095;-0.019849281820477;0.125083375935828;4.800007583754420;-0.161228463921415;0.382329839098333;0.375942880497886;0.006386958600447;0.395034677775810
Indiana;35.601285779442800;0.361354906235912;0.214413015452026;768;31.7;5.0;52314;27464;0.129624760765724;4.704410639754280;2016;0.143622041649095;-0.013997280883371;0.123772759828618;4.800007583754420;-0.095596944000135;0.361354906235912;0.375942880497886;-0.014587974261975;0.382329839098333
Indiana;35.749253404276100;0.362461367429319;0.220640916518906;793;31.0;4.7;54181;28323;0.144603013539414;5.142122460196370;2017;0.143622041649095;0.000980971890319;0.129624760765724;4.800007583754420;0.342114876441947;0.362461367429319;0.375942880497886;-0.013481513068567;0.361354906235912
Indiana;36.147650927529400;0.373296645530542;0.225487098749005;820;31.1;4.4;55746;29369;0.141034204473699;4.822049450863380;2018;0.143622041649095;-0.002587837175396;0.144603013539414;4.800007583754420;0.022041867108960;0.373296645530542;0.375942880497886;-0.002646234967344;0.362461367429319
Indiana;35.276653413331400;0.362319360227777;0.207770597781195;840;30.7;4.2;57603;30988;0.140089386582636;5.305151176334450;2019;0.143622041649095;-0.003532655066459;0.141034204473699;4.800007583754420;0.505143592580031;0.362319360227777;0.375942880497886;-0.013623520270109;0.373296645530542
Indiana;35.941284011976400;0.360864948301249;0.214488239834039;905;28.9;4.7;62743;33054;0.156093808227197;5.034132863272750;2021;0.143622041649095;0.012471766578102;0.140089386582636;4.800007583754420;0.234125279518330;0.360864948301249;0.375942880497886;-0.015077932196638;0.362319360227777
Indiana;37.696288184561000;0.386442029894066;0.241059924184422;972;29.2;3.6;66785;35984;0.164638761142973;5.401441541611050;2022;0.143622041649095;0.021016719493878;0.156093808227197;4.800007583754420;0.601433957856628;0.386442029894066;0.375942880497886;0.010499149396180;0.360864948301249
Indiana;38.273490332273200;0.399382149987968;0.254921012753725;1044;29.6;3.6;37299;69477;0.167658304345763;5.284964203896980;2023;0.143622041649095;0.024036262696669;0.164638761142973;4.800007583754420;0.484956620142560;0.399382149987968;0.375942880497886;0.023439269490082;0.386442029894066
Iowa;34.536204409517300;0.331050682804475;0.209839489649977;711;29.1;4.4;53712;28361;0.088424945954712;1.911818396829820;2014;0.114588729475150;-0.026163783520438;#ÁNULO!;3.990329293923180;-2.078510897093360;0.331050682804475;0.341763735307406;-0.010713052502931;#ÁNULO!
Iowa;35.362165071422300;0.339510662438542;0.223297355482501;718;29.3;4.2;54736;28628;0.094997357804374;3.943265715061280;2015;0.114588729475150;-0.019591371670775;0.088424945954712;3.990329293923180;-0.047063578861900;0.339510662438542;0.341763735307406;-0.002253072868864;0.331050682804475
Iowa;34.132604937945500;0.329656139856610;0.207721812829972;741;29.4;3.9;56247;30047;0.098583175604001;3.970957173407470;2016;0.114588729475150;-0.016005553871148;0.094997357804374;3.990329293923180;-0.019372120515713;0.329656139856610;0.341763735307406;-0.012107595450796;0.339510662438542
Iowa;34.260906224127000;0.326909730677446;0.193198144450397;760;28.4;3.6;58570;30865;0.106597582118515;4.542093171707000;2017;0.114588729475150;-0.007991147356635;0.098583175604001;3.990329293923180;0.551763877783818;0.326909730677446;0.341763735307406;-0.014854004629960;0.329656139856610
Iowa;34.950771029087800;0.349221477918147;0.213553327638658;777;28.7;3.6;59955;31559;0.100468087280454;3.925098292364660;2018;0.114588729475150;-0.014120642194696;0.106597582118515;3.990329293923180;-0.065231001558523;0.349221477918147;0.341763735307406;0.007457742610741;0.326909730677446
Iowa;35.532636434199400;0.343675137788350;0.212545859648535;808;29.5;3.7;61691;33107;0.121488016633176;3.884660657949900;2019;0.114588729475150;0.006899287158027;0.100468087280454;3.990329293923180;-0.105668635973278;0.343675137788350;0.341763735307406;0.001911402480945;0.349221477918147
Iowa;35.383898706427900;0.352636140788772;0.209107128496412;847;28.1;3.6;65600;35715;0.136917532832554;4.402555066210800;2021;0.114588729475150;0.022328803357404;0.121488016633176;3.990329293923180;0.412225772287619;0.352636140788772;0.341763735307406;0.010872405481366;0.343675137788350
Iowa;36.531498444767900;0.368199069714351;0.223759381331507;891;28.0;2.9;69588;38917;0.132949835472959;4.581587992392780;2022;0.114588729475150;0.018361105997809;0.136917532832554;3.990329293923180;0.591258698469600;0.368199069714351;0.341763735307406;0.026435334406945;0.352636140788772
Iowa;35.633857535142600;0.335014575779959;0.214325989997124;949;28.2;2.8;39518;71433;0.150872031575601;4.750927179384920;2023;0.114588729475150;0.036283302100451;0.132949835472959;3.990329293923180;0.760597885461739;0.335014575779959;0.341763735307406;-0.006749159527446;0.368199069714351
Kansas;35.363889256855200;0.349804465895281;0.223291884326746;773;33.4;5.2;52504;27870;0.090076253660046;2.039882682096200;2014;0.123519805516639;-0.033443551856593;#ÁNULO!;4.373360910081620;-2.333478227985420;0.349804465895281;0.348538816117151;0.001265649778131;#ÁNULO!
Kansas;32.965058916749700;0.313773938035881;0.174336210299710;782;33.6;4.7;53906;28852;0.096702962276441;4.215473157215120;2015;0.123519805516639;-0.026816843240198;0.090076253660046;4.373360910081620;-0.157887752866499;0.313773938035881;0.348538816117151;-0.034764878081270;0.349804465895281
Kansas;35.198957088781400;0.354868966133301;0.201977511528970;789;34.3;4.5;54935;28950;0.095991324049463;4.281954151826830;2016;0.123519805516639;-0.027528481467176;0.096702962276441;4.373360910081620;-0.091406758254789;0.354868966133301;0.348538816117151;0.006330150016150;0.313773938035881
Kansas;34.409784817381300;0.341870802677511;0.194492509604653;815;34.1;4.2;56422;30146;0.111846895326535;4.443351558460480;2017;0.123519805516639;-0.011672910190104;0.095991324049463;4.373360910081620;0.069990648378857;0.341870802677511;0.348538816117151;-0.006668013439639;0.354868966133301
Kansas;35.906446475210400;0.362806355146432;0.217251115157793;840;33.8;3.8;58218;31456;0.122942116955398;4.781893718493030;2018;0.123519805516639;-0.000577688561241;0.111846895326535;4.373360910081620;0.408532808411408;0.362806355146432;0.348538816117151;0.014267539029282;0.341870802677511
Kansas;33.598424118974100;0.324629848654095;0.182743062400070;862;33.5;3.8;62087;32885;0.136205673257839;4.842329901073780;2019;0.123519805516639;0.012685867741199;0.122942116955398;4.373360910081620;0.468968990992159;0.324629848654095;0.348538816117151;-0.023908967463056;0.362806355146432
Kansas;35.118931898157700;0.348344718139792;0.215654453874284;904;33.0;4.4;64124;35028;0.148749259552182;4.641223505922980;2021;0.123519805516639;0.025229454035543;0.136205673257839;4.373360910081620;0.267862595841359;0.348344718139792;0.348538816117151;-0.000194097977359;0.324629848654095
Kansas;37.920418394849700;0.390869607719916;0.231424302093371;975;32.3;3.6;68925;37919;0.156203360226412;5.015562041853970;2022;0.123519805516639;0.032683554709773;0.148749259552182;4.373360910081620;0.642201131772349;0.390869607719916;0.348538816117151;0.042330791602765;0.348344718139792
Kansas;35.325172330552800;0.349880642652147;0.202875305098839;1036;33.3;3.3;38361;70333;0.152960404345437;5.098577473792200;2023;0.123519805516639;0.029440598828798;0.156203360226412;4.373360910081620;0.725216563710577;0.349880642652147;0.348538816117151;0.001341826534996;0.390869607719916
Kentucky;36.759092821501800;0.395227660834188;0.241904747399943;678;33.9;7.6;42958;23684;0.143207022889107;3.548599613101050;2014;0.156688077099830;-0.013481054210723;#ÁNULO!;5.872487441356700;-2.323887828255640;0.395227660834188;0.361529980731370;0.033697680102819;#ÁNULO!
Kentucky;35.330664015263500;0.359951015582112;0.214126399760452;702;33.7;6.5;45215;25082;0.138051819912325;5.927902110836730;2015;0.156688077099830;-0.018636257187505;0.143207022889107;5.872487441356700;0.055414669480029;0.359951015582112;0.361529980731370;-0.001578965149257;0.395227660834188
Kentucky;35.764218247977400;0.365141485696590;0.223938373398366;707;33.2;6.0;46659;26046;0.145066836310017;6.158923554906210;2016;0.156688077099830;-0.011621240789813;0.138051819912325;5.872487441356700;0.286436113549515;0.365141485696590;0.361529980731370;0.003611504965220;0.359951015582112
Kentucky;34.541682725369700;0.342141059647691;0.205585405850658;724;33.5;5.5;48375;26779;0.159621354172387;6.325699539301850;2017;0.156688077099830;0.002933277072557;0.145066836310017;5.872487441356700;0.453212097945154;0.342141059647691;0.361529980731370;-0.019388921083679;0.365141485696590
Kentucky;35.181269930669000;0.346583427202488;0.215586378131396;779;32.6;5.2;50247;27823;0.163315965663380;5.921207890073600;2018;0.156688077099830;0.006627888563551;0.159621354172387;5.872487441356700;0.048720448716902;0.346583427202488;0.361529980731370;-0.014946553528882;0.342141059647691
Kentucky;34.472043227859700;0.341976982318498;0.210255078985068;773;33.0;4.8;52295;29029;0.169156689635643;6.155584283368120;2019;0.156688077099830;0.012468612535814;0.163315965663380;5.872487441356700;0.283096842011425;0.341976982318498;0.361529980731370;-0.019552998412872;0.346583427202488
Kentucky;36.578234632101800;0.365922850046569;0.224967013349891;830;31.3;5.4;55573;30728;0.176019883863855;6.545941895631640;2021;0.156688077099830;0.019331806764025;0.169156689635643;5.872487441356700;0.673454454274943;0.365922850046569;0.361529980731370;0.004392869315200;0.341976982318498
Kentucky;36.497405353145700;0.375661765990615;0.231881638287009;891;31.2;4.3;59341;33980;0.159065044351923;6.396040643634380;2022;0.156688077099830;0.002376967252094;0.176019883863855;5.872487441356700;0.523553202277680;0.375661765990615;0.361529980731370;0.014131785259246;0.365922850046569
Kentucky;37.206260525237800;0.361163579263575;0.232325186230334;929;31.2;4.1;34676;61118;#ÁNULO!;#ÁNULO!;2023;0.156688077099830;-0.156688077099830;0.159065044351923;5.872487441356700;-5.872487441356700;0.361163579263575;0.361529980731370;-0.000366401467795;0.375661765990615
Louisiana;39.153443262177000;0.426721447506591;0.270574023895020;801;35.6;7.5;44555;24800;0.123477118627351;2.943059000292260;2014;0.160059875268423;-0.036582756641072;#ÁNULO!;5.568276886680080;-2.625217886387830;0.426721447506591;0.443545225578987;-0.016823778072396;#ÁNULO!
Louisiana;39.580500232354400;0.443991572791210;0.277646038862878;800;35.4;7.1;45727;25456;0.143225461212918;5.911406166553570;2015;0.160059875268423;-0.016834414055505;0.123477118627351;5.568276886680080;0.343129279873491;0.443991572791210;0.443545225578987;0.000446347212223;0.426721447506591
Louisiana;39.511399494966000;0.444241561330478;0.277627426898678;808;35.7;7.0;45146;25664;0.128203881164930;5.681831570955550;2016;0.160059875268423;-0.031855994103493;0.143225461212918;5.568276886680080;0.113554684275469;0.444241561330478;0.443545225578987;0.000696335751492;0.443991572791210
Louisiana;40.279536730023800;0.444897959183673;0.276811282865549;836;34.8;6.5;46145;25885;0.158674758691103;6.088666934304980;2017;0.160059875268423;-0.001385116577320;0.128203881164930;5.568276886680080;0.520390047624902;0.444897959183673;0.443545225578987;0.001352733604687;0.444241561330478
Louisiana;39.460654164205600;0.448108018310691;0.276295776727702;854;34.5;6.4;47905;27274;0.154104254650788;5.380368569396250;2018;0.160059875268423;-0.005955620617636;0.158674758691103;5.568276886680080;-0.187908317283830;0.448108018310691;0.443545225578987;0.004562792731704;0.444897959183673
Louisiana;38.902876351943900;0.420557341907824;0.269714508428335;866;33.5;5.5;51073;28662;0.179796718081505;6.119184428971620;2019;0.160059875268423;0.019736842813082;0.154104254650788;5.568276886680080;0.550907542291541;0.420557341907824;0.443545225578987;-0.022987883671163;0.448108018310691
Louisiana;41.088358013426100;0.455424382745264;0.288637817903700;924;32.7;7.6;52087;30117;0.174008377624218;5.545000321990370;2021;0.160059875268423;0.013948502355795;0.179796718081505;5.568276886680080;-0.023276564689709;0.455424382745264;0.443545225578987;0.011879157166277;0.420557341907824
Louisiana;41.350762448093100;0.446997621651385;0.294731690157002;984;32.4;5.4;55416;32171;0.195014520086513;6.553479787823980;2022;0.160059875268423;0.034954644818090;0.174008377624218;5.568276886680080;0.985202901143901;0.446997621651385;0.443545225578987;0.003452396072398;0.455424382745264
Louisiana;42.089340471762600;0.460967124783766;0.303212675039810;1020;31.9;4.9;34102;58229;0.184033787276481;5.891495199832140;2023;0.160059875268423;0.023973912008058;0.195014520086513;5.568276886680080;0.323218313152061;0.460967124783766;0.443545225578987;0.017421899204779;0.446997621651385
Maine;39.542236635085100;0.398566805680561;0.263979828099128;776;28.7;5.9;49462;27978;0.118983361568171;2.684256701126820;2014;0.139241817817839;-0.020258456249668;#ÁNULO!;5.113172364135870;-2.428915663009040;0.398566805680561;0.368028113455534;0.030538692225028;#ÁNULO!
Maine;38.348588708262900;0.375642851630195;0.237769155750759;792;29.0;5.4;51494;28437;0.116107059887394;4.860948288318150;2015;0.139241817817839;-0.023134757930445;0.118983361568171;5.113172364135870;-0.252224075817718;0.375642851630195;0.368028113455534;0.007614738174661;0.398566805680561
Maine;35.245878303730800;0.363757400640209;0.191843007280247;797;28.1;4.4;53079;29604;0.125517210566827;5.273757004928980;2016;0.139241817817839;-0.013724607251012;0.116107059887394;5.113172364135870;0.160584640793110;0.363757400640209;0.368028113455534;-0.004270712815325;0.375642851630195
Maine;34.845988271712900;0.322360564965735;0.186686644812401;806;26.8;4.2;56277;31088;0.127041234611560;5.057699257503990;2017;0.139241817817839;-0.012200583206279;0.125517210566827;5.113172364135870;-0.055473106631875;0.322360564965735;0.368028113455534;-0.045667548489798;0.363757400640209
Maine;36.898601651696100;0.366044812950350;0.213404402329484;839;28.8;3.5;55602;32095;0.140807595199002;5.507889745644450;2018;0.139241817817839;0.001565777381163;0.127041234611560;5.113172364135870;0.394717381508585;0.366044812950350;0.368028113455534;-0.001983300505183;0.322360564965735
Maine;36.101412494019300;0.367394062948555;0.203247973483667;870;27.8;3.5;58924;34078;0.139916325653387;5.665291681105530;2019;0.139241817817839;0.000674507835548;0.140807595199002;5.113172364135870;0.552119316969666;0.367394062948555;0.368028113455534;-0.000634050506978;0.366044812950350
Maine;35.982121564688300;0.356636483859545;0.215480672645416;945;25.2;4.9;64767;38483;0.149302157713395;5.708186514672660;2021;0.139241817817839;0.010060339895556;0.139916325653387;5.113172364135870;0.595014150536798;0.356636483859545;0.368028113455534;-0.011391629595989;0.367394062948555
Maine;36.884914299379000;0.373256623599496;0.223032613359028;1033;25.9;3.3;69543;41188;0.159100456116260;5.596005936386840;2022;0.139241817817839;0.019858638298421;0.149302157713395;5.113172364135870;0.482833572250972;0.373256623599496;0.368028113455534;0.005228510143963;0.356636483859545
Maine;37.386611733460400;0.388593414825156;0.231114440396336;1189;25.6;3.2;42936;73733;0.176400959044555;5.664516147535380;2023;0.139241817817839;0.037159141226717;0.159100456116260;5.113172364135870;0.551343783399509;0.388593414825156;0.368028113455534;0.020565301369622;0.373256623599496
Maryland;39.347007818052600;0.417020611229566;0.250500355366027;1242;34.1;7.2;73971;36338;0.100496659167276;1.998333820387350;2014;0.116212105852981;-0.015715446685705;#ÁNULO!;4.184755218875670;-2.186421398488320;0.417020611229566;0.410230193737971;0.006790417491595;#ÁNULO!
Maryland;38.355794559720500;0.403994985138543;0.247008691487414;1278;34.1;5.5;75847;37522;0.104874726899770;4.360255462820340;2015;0.116212105852981;-0.011337378953212;0.100496659167276;4.184755218875670;0.175500243944667;0.403994985138543;0.410230193737971;-0.006235208599429;0.417020611229566
Maryland;37.886209901361400;0.385264051930719;0.240481528360316;1314;34.1;5.4;78945;38662;0.100033911531537;4.032612236790400;2016;0.116212105852981;-0.016178194321445;0.104874726899770;4.184755218875670;-0.152142982085270;0.385264051930719;0.410230193737971;-0.024966141807253;0.403994985138543
Maryland;38.251200166832700;0.409148744598016;0.241655194570046;1337;33.3;5.2;80776;39960;0.113324127745152;4.514171020114670;2017;0.116212105852981;-0.002887978107829;0.100033911531537;4.184755218875670;0.329415801239002;0.409148744598016;0.410230193737971;-0.001081449139955;0.385264051930719
Maryland;38.519403582877300;0.401746414779191;0.243820580594855;1371;33.1;4.9;83242;41522;0.109902338126223;4.422331986477260;2018;0.116212105852981;-0.006309767726759;0.113324127745152;4.184755218875670;0.237576767601588;0.401746414779191;0.410230193737971;-0.008483778958780;0.409148744598016
Maryland;38.629952937075100;0.397078612515252;0.244430189994771;1401;33.2;4.5;86738;43325;0.115950312515198;4.466037438393370;2019;0.116212105852981;-0.000261793337784;0.109902338126223;4.184755218875670;0.281282219517703;0.397078612515252;0.410230193737971;-0.013151581222720;0.401746414779191
Maryland;39.698513387989700;0.425722067713556;0.273285170405655;1473;32.2;5.9;90203;46500;0.124462448215793;4.442285892285250;2021;0.116212105852981;0.008250342362811;0.115950312515198;4.184755218875670;0.257530673409582;0.425722067713556;0.410230193737971;0.015491873975585;0.397078612515252
Maryland;39.044979539889400;0.414303954258742;0.252654772595034;1550;32.3;4.0;94991;49236;0.141743186269574;4.731188816587600;2022;0.116212105852981;0.025531080416593;0.124462448215793;4.184755218875670;0.546433597711928;0.414303954258742;0.410230193737971;0.004073760520770;0.425722067713556
Maryland;39.984471378433700;0.437792301478157;0.267746127638650;1651;32.1;4.0;50728;98678;0.135121242206311;4.695580296024800;2023;0.116212105852981;0.018909136353329;0.141743186269574;4.184755218875670;0.510825077149126;0.437792301478157;0.410230193737971;0.027562107740186;0.414303954258742
Massachusetts;38.760550603580500;0.394289432493411;0.249471449811841;1107;38.4;6.7;69160;37288;0.118275767971864;2.535170637658080;2014;0.125018565749427;-0.006742797777563;#ÁNULO!;4.304712167388730;-1.769541529730650;0.394289432493411;0.400609717724249;-0.006320285230838;#ÁNULO!
Massachusetts;38.138016903827100;0.392155888265132;0.243582816169559;1164;38.3;5.8;70628;38130;0.116120295785684;4.611902035096680;2015;0.125018565749427;-0.008898269963742;0.118275767971864;4.304712167388730;0.307189867707950;0.392155888265132;0.400609717724249;-0.008453829459117;0.394289432493411
Massachusetts;37.850636381850200;0.386915946980481;0.241438106988074;1179;38.0;5.3;75297;39771;0.115706297362093;4.165604196162070;2016;0.125018565749427;-0.009312268387334;0.116120295785684;4.304712167388730;-0.139107971226653;0.386915946980481;0.400609717724249;-0.013693770743768;0.392155888265132
Massachusetts;38.376313059402200;0.389697760081314;0.243752336311211;1208;37.7;4.6;77385;41821;0.110601267853471;4.033284226083800;2017;0.125018565749427;-0.014417297895956;0.115706297362093;4.304712167388730;-0.271427941304926;0.389697760081314;0.400609717724249;-0.010911957642935;0.386915946980481
Massachusetts;38.041865976938100;0.383181682347001;0.240972558556516;1295;38.2;4.8;79835;43349;0.125681170108795;4.332686052191380;2018;0.125018565749427;0.000662604359368;0.110601267853471;4.304712167388730;0.027973884802653;0.383181682347001;0.400609717724249;-0.017428035377249;0.389697760081314
